# Running on b02
# Started at Thu Apr 18 20:11:20 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.3 --part-idx 3 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.3.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,345 (preprocess-audio-files:57) INFO: input_args={'part_idx': 3, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,345 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,531 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0186
2024-04-18 20:12:24,531 (preprocess-audio-files:94) INFO: utt n detected 2.836187/2.836187 secs (100.00 %) speech 
2024-04-18 20:12:24,547 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0186 length=2.836 secs elapsed-time=198.65 ms. read-time=182.60 ms. write-time=16.05 ms. real-time-factor=14.28x-range=[-25627.752642-32776.464948]
2024-04-18 20:12:25,266 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0187
2024-04-18 20:12:25,266 (preprocess-audio-files:94) INFO: utt n detected 6.423063/6.423063 secs (100.00 %) speech 
2024-04-18 20:12:25,299 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0187 length=6.423 secs elapsed-time=751.18 ms. read-time=718.75 ms. write-time=32.44 ms. real-time-factor=8.55x-range=[-32765.510501-32715.491116]
2024-04-18 20:12:25,343 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0188
2024-04-18 20:12:25,344 (preprocess-audio-files:94) INFO: utt n detected 9.551187/9.551187 secs (100.00 %) speech 
2024-04-18 20:12:25,375 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0188 length=9.551 secs elapsed-time=76.13 ms. read-time=44.98 ms. write-time=31.15 ms. real-time-factor=125.46x-range=[-31342.619786-32816.422176]
