# Running on c12
# Started at Thu Apr 18 20:11:20 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.7 --part-idx 7 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.7.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,302 (preprocess-audio-files:57) INFO: input_args={'part_idx': 7, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,303 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,462 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0558
2024-04-18 20:12:24,462 (preprocess-audio-files:94) INFO: utt n detected 8.385750/8.385750 secs (100.00 %) speech 
2024-04-18 20:12:24,511 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0558 length=8.386 secs elapsed-time=203.38 ms. read-time=154.93 ms. write-time=48.45 ms. real-time-factor=41.23x-range=[-30225.717623-32765.359984]
2024-04-18 20:12:25,279 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0559
2024-04-18 20:12:25,280 (preprocess-audio-files:94) INFO: utt n detected 14.204625/14.204625 secs (100.00 %) speech 
2024-04-18 20:12:25,332 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0559 length=14.205 secs elapsed-time=821.18 ms. read-time=768.73 ms. write-time=52.45 ms. real-time-factor=17.30x-range=[-32765.513971-30364.559393]
2024-04-18 20:12:26,242 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0560
2024-04-18 20:12:26,242 (preprocess-audio-files:94) INFO: utt n detected 269.544000/269.544000 secs (100.00 %) speech 
2024-04-18 20:12:26,506 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0560 length=269.544 secs elapsed-time=1173.22 ms. read-time=909.22 ms. write-time=264.00 ms. real-time-factor=229.75x-range=[-28232.131324-32766.007104]
2024-04-18 20:12:26,585 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0561
