# Running on b05
# Started at Thu Apr 18 20:11:19 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.6 --part-idx 6 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.6.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,301 (preprocess-audio-files:57) INFO: input_args={'part_idx': 6, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,302 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,455 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0465
2024-04-18 20:12:24,455 (preprocess-audio-files:94) INFO: utt n detected 9.007375/9.007375 secs (100.00 %) speech 
2024-04-18 20:12:24,487 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0465 length=9.007 secs elapsed-time=181.05 ms. read-time=149.49 ms. write-time=31.56 ms. real-time-factor=49.75x-range=[-32765.958802-31034.094116]
2024-04-18 20:12:24,520 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0466
2024-04-18 20:12:24,520 (preprocess-audio-files:94) INFO: utt n detected 13.953062/13.953062 secs (100.00 %) speech 
2024-04-18 20:12:24,533 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0466 length=13.953 secs elapsed-time=45.46 ms. read-time=33.12 ms. write-time=12.35 ms. real-time-factor=306.90x-range=[-32764.543195-31645.491107]
2024-04-18 20:12:25,277 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0467
2024-04-18 20:12:25,278 (preprocess-audio-files:94) INFO: utt n detected 14.173813/14.173813 secs (100.00 %) speech 
2024-04-18 20:12:25,306 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0467 length=14.174 secs elapsed-time=773.20 ms. read-time=745.01 ms. write-time=28.19 ms. real-time-factor=18.33x-range=[-32766.207524-21221.144863]
2024-04-18 20:12:25,348 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0468
2024-04-18 20:12:25,348 (preprocess-audio-files:94) INFO: utt n detected 23.123750/23.123750 secs (100.00 %) speech 
2024-04-18 20:12:25,377 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0468 length=23.124 secs elapsed-time=70.91 ms. read-time=42.31 ms. write-time=28.60 ms. real-time-factor=326.11x-range=[-23067.678319-32766.617702]
2024-04-18 20:12:25,420 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0469
2024-04-18 20:12:25,421 (preprocess-audio-files:94) INFO: utt n detected 10.780500/10.780500 secs (100.00 %) speech 
2024-04-18 20:12:25,441 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0469 length=10.780 secs elapsed-time=64.17 ms. read-time=43.65 ms. write-time=20.52 ms. real-time-factor=168.00x-range=[-31822.895719-32767.133089]
2024-04-18 20:12:25,513 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0470
2024-04-18 20:12:25,514 (preprocess-audio-files:94) INFO: utt n detected 4.757375/4.757375 secs (100.00 %) speech 
2024-04-18 20:12:25,522 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0470 length=4.757 secs elapsed-time=80.45 ms. read-time=72.51 ms. write-time=7.94 ms. real-time-factor=59.13x-range=[-32765.916505-32274.098571]
2024-04-18 20:12:25,923 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0471
2024-04-18 20:12:25,923 (preprocess-audio-files:94) INFO: utt n detected 7.915125/7.915125 secs (100.00 %) speech 
2024-04-18 20:12:25,935 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0471 length=7.915 secs elapsed-time=413.48 ms. read-time=401.16 ms. write-time=12.32 ms. real-time-factor=19.14x-range=[-30253.241811-32766.834910]
2024-04-18 20:12:26,066 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0472
2024-04-18 20:12:26,067 (preprocess-audio-files:94) INFO: utt n detected 94.000000/94.000000 secs (100.00 %) speech 
2024-04-18 20:12:26,139 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0472 length=94.000 secs elapsed-time=203.54 ms. read-time=131.00 ms. write-time=72.54 ms. real-time-factor=461.82x-range=[-32763.587947-29579.509434]
2024-04-18 20:12:26,174 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0473
2024-04-18 20:12:26,174 (preprocess-audio-files:94) INFO: utt n detected 9.116750/9.116750 secs (100.00 %) speech 
2024-04-18 20:12:26,183 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0473 length=9.117 secs elapsed-time=43.83 ms. read-time=34.78 ms. write-time=9.05 ms. real-time-factor=207.99x-range=[-32674.572548-32765.430320]
2024-04-18 20:12:26,628 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0474
2024-04-18 20:12:26,628 (preprocess-audio-files:94) INFO: utt n detected 35.935000/35.935000 secs (100.00 %) speech 
