# Running on b15
# Started at Thu Apr 18 20:11:19 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.9 --part-idx 9 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.9.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,360 (preprocess-audio-files:57) INFO: input_args={'part_idx': 9, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,360 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,505 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0744
2024-04-18 20:12:24,505 (preprocess-audio-files:94) INFO: utt n detected 1.044875/1.044875 secs (100.00 %) speech 
2024-04-18 20:12:24,534 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0744 length=1.045 secs elapsed-time=169.32 ms. read-time=140.40 ms. write-time=28.92 ms. real-time-factor=6.17x-range=[-32439.890770-32782.118751]
2024-04-18 20:12:25,271 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0745
2024-04-18 20:12:25,271 (preprocess-audio-files:94) INFO: utt n detected 4.733313/4.733313 secs (100.00 %) speech 
2024-04-18 20:12:25,298 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0745 length=4.733 secs elapsed-time=763.35 ms. read-time=736.68 ms. write-time=26.67 ms. real-time-factor=6.20x-range=[-32648.017588-23750.261221]
2024-04-18 20:12:25,320 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0746
2024-04-18 20:12:25,320 (preprocess-audio-files:94) INFO: utt n detected 0.227000/0.227000 secs (100.00 %) speech 
2024-04-18 20:12:25,331 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0746 length=0.227 secs elapsed-time=33.28 ms. read-time=21.91 ms. write-time=11.36 ms. real-time-factor=6.82x-range=[-32049.461326-32765.560617]
2024-04-18 20:12:25,392 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0747
2024-04-18 20:12:25,392 (preprocess-audio-files:94) INFO: utt n detected 17.423687/17.423687 secs (100.00 %) speech 
2024-04-18 20:12:25,440 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0747 length=17.424 secs elapsed-time=108.25 ms. read-time=60.63 ms. write-time=47.62 ms. real-time-factor=160.97x-range=[-28501.171556-32766.958632]
2024-04-18 20:12:25,486 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0748
2024-04-18 20:12:25,486 (preprocess-audio-files:94) INFO: utt n detected 5.640000/5.640000 secs (100.00 %) speech 
