# Running on b19
# Started at Thu Apr 18 20:11:19 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.1 --part-idx 1 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.1.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,313 (preprocess-audio-files:57) INFO: input_args={'part_idx': 1, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,313 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,485 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0000
2024-04-18 20:12:24,485 (preprocess-audio-files:94) INFO: utt n detected 17.658750/17.658750 secs (100.00 %) speech 
2024-04-18 20:12:24,527 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0000 length=17.659 secs elapsed-time=209.01 ms. read-time=167.58 ms. write-time=41.43 ms. real-time-factor=84.49x-range=[-32794.887738-32691.113727]
2024-04-18 20:12:25,318 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0001
2024-04-18 20:12:25,318 (preprocess-audio-files:94) INFO: utt n detected 40.536500/40.536500 secs (100.00 %) speech 
2024-04-18 20:12:25,370 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0001 length=40.536 secs elapsed-time=842.90 ms. read-time=791.46 ms. write-time=51.44 ms. real-time-factor=48.09x-range=[-32197.967504-32784.049342]
2024-04-18 20:12:25,525 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0002
2024-04-18 20:12:25,526 (preprocess-audio-files:94) INFO: utt n detected 71.217500/71.217500 secs (100.00 %) speech 
2024-04-18 20:12:25,606 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0002 length=71.218 secs elapsed-time=236.03 ms. read-time=156.09 ms. write-time=79.94 ms. real-time-factor=301.73x-range=[-31694.197014-32766.835732]
2024-04-18 20:12:25,949 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0003
2024-04-18 20:12:25,949 (preprocess-audio-files:94) INFO: utt n detected 14.235812/14.235812 secs (100.00 %) speech 
2024-04-18 20:12:25,988 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0003 length=14.236 secs elapsed-time=382.02 ms. read-time=343.46 ms. write-time=38.56 ms. real-time-factor=37.26x-range=[-32821.377301-20132.006641]
2024-04-18 20:12:26,022 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0004
2024-04-18 20:12:26,022 (preprocess-audio-files:94) INFO: utt n detected 2.986500/2.986500 secs (100.00 %) speech 
2024-04-18 20:12:26,046 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0004 length=2.986 secs elapsed-time=57.73 ms. read-time=34.34 ms. write-time=23.39 ms. real-time-factor=51.73x-range=[-32598.490786-30715.576963]
2024-04-18 20:12:26,099 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0005
2024-04-18 20:12:26,099 (preprocess-audio-files:94) INFO: utt n detected 21.185312/21.185312 secs (100.00 %) speech 
2024-04-18 20:12:26,122 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0005 length=21.185 secs elapsed-time=76.20 ms. read-time=53.12 ms. write-time=23.08 ms. real-time-factor=278.02x-range=[-32752.189522-32742.811669]
2024-04-18 20:12:26,156 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0006
2024-04-18 20:12:26,156 (preprocess-audio-files:94) INFO: utt n detected 7.770187/7.770187 secs (100.00 %) speech 
2024-04-18 20:12:26,167 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0006 length=7.770 secs elapsed-time=44.18 ms. read-time=33.43 ms. write-time=10.75 ms. real-time-factor=175.88x-range=[-32763.712607-32616.292092]
2024-04-18 20:12:26,579 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0007
2024-04-18 20:12:26,580 (preprocess-audio-files:94) INFO: utt n detected 16.613875/16.613875 secs (100.00 %) speech 
2024-04-18 20:12:26,596 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0007 length=16.614 secs elapsed-time=429.60 ms. read-time=412.78 ms. write-time=16.83 ms. real-time-factor=38.67x-range=[-32766.997220-27127.174899]
2024-04-18 20:12:26,693 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0008
2024-04-18 20:12:26,693 (preprocess-audio-files:94) INFO: utt n detected 20.805062/20.805062 secs (100.00 %) speech 
2024-04-18 20:12:26,716 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0008 length=20.805 secs elapsed-time=119.74 ms. read-time=96.68 ms. write-time=23.06 ms. real-time-factor=173.75x-range=[-32765.206988-27065.967054]
2024-04-18 20:12:27,081 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0009
2024-04-18 20:12:27,081 (preprocess-audio-files:94) INFO: utt n detected 8.386688/8.386688 secs (100.00 %) speech 
2024-04-18 20:12:27,093 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0009 length=8.387 secs elapsed-time=376.23 ms. read-time=364.64 ms. write-time=11.59 ms. real-time-factor=22.29x-range=[-32765.566395-28710.557445]
2024-04-18 20:12:27,148 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0010
2024-04-18 20:12:27,149 (preprocess-audio-files:94) INFO: utt n detected 8.241563/8.241563 secs (100.00 %) speech 
2024-04-18 20:12:27,159 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0010 length=8.242 secs elapsed-time=66.32 ms. read-time=55.78 ms. write-time=10.53 ms. real-time-factor=124.27x-range=[-32765.890020-24370.366267]
2024-04-18 20:12:27,241 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0011
2024-04-18 20:12:27,241 (preprocess-audio-files:94) INFO: utt n detected 34.850187/34.850187 secs (100.00 %) speech 
2024-04-18 20:12:27,277 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0011 length=34.850 secs elapsed-time=117.75 ms. read-time=81.48 ms. write-time=36.27 ms. real-time-factor=295.98x-range=[-25213.835038-32768.395431]
2024-04-18 20:12:27,364 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0012
2024-04-18 20:12:27,364 (preprocess-audio-files:94) INFO: utt n detected 32.156250/32.156250 secs (100.00 %) speech 
2024-04-18 20:12:27,398 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0012 length=32.156 secs elapsed-time=120.53 ms. read-time=86.76 ms. write-time=33.77 ms. real-time-factor=266.79x-range=[-31824.311337-32766.717441]
2024-04-18 20:12:27,429 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0013
2024-04-18 20:12:27,430 (preprocess-audio-files:94) INFO: utt n detected 1.544500/1.544500 secs (100.00 %) speech 
2024-04-18 20:12:27,434 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0013 length=1.544 secs elapsed-time=36.16 ms. read-time=31.76 ms. write-time=4.40 ms. real-time-factor=42.71x-range=[-32762.192887-28245.945235]
2024-04-18 20:12:27,465 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0014
2024-04-18 20:12:27,466 (preprocess-audio-files:94) INFO: utt n detected 3.415938/3.415938 secs (100.00 %) speech 
2024-04-18 20:12:27,472 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0014 length=3.416 secs elapsed-time=37.11 ms. read-time=31.20 ms. write-time=5.91 ms. real-time-factor=92.06x-range=[-32702.502453-32641.503345]
2024-04-18 20:12:27,603 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0015
2024-04-18 20:12:27,603 (preprocess-audio-files:94) INFO: utt n detected 91.244875/91.244875 secs (100.00 %) speech 
2024-04-18 20:12:27,680 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0015 length=91.245 secs elapsed-time=208.37 ms. read-time=131.35 ms. write-time=77.02 ms. real-time-factor=437.89x-range=[-31920.904916-32558.127280]
2024-04-18 20:12:27,701 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0016
