# Running on c03
# Started at Thu Apr 18 20:11:19 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.5 --part-idx 5 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.5.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,321 (preprocess-audio-files:57) INFO: input_args={'part_idx': 5, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,321 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,493 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0372
2024-04-18 20:12:24,494 (preprocess-audio-files:94) INFO: utt n detected 22.888750/22.888750 secs (100.00 %) speech 
2024-04-18 20:12:24,542 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0372 length=22.889 secs elapsed-time=216.63 ms. read-time=168.32 ms. write-time=48.31 ms. real-time-factor=105.66x-range=[-32756.241836-30853.816880]
2024-04-18 20:12:24,912 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0373
2024-04-18 20:12:24,912 (preprocess-audio-files:94) INFO: utt n detected 3.234625/3.234625 secs (100.00 %) speech 
2024-04-18 20:12:24,936 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0373 length=3.235 secs elapsed-time=393.62 ms. read-time=370.02 ms. write-time=23.60 ms. real-time-factor=8.22x-range=[-32736.553215-31273.493294]
2024-04-18 20:12:25,283 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0374
2024-04-18 20:12:25,283 (preprocess-audio-files:94) INFO: utt n detected 0.743062/0.743062 secs (100.00 %) speech 
2024-04-18 20:12:25,317 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0374 length=0.743 secs elapsed-time=381.33 ms. read-time=347.15 ms. write-time=34.19 ms. real-time-factor=1.95x-range=[-0.991643-1.008296]
2024-04-18 20:12:25,334 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0375
2024-04-18 20:12:25,334 (preprocess-audio-files:94) INFO: utt n detected 0.750000/0.750000 secs (100.00 %) speech 
2024-04-18 20:12:25,356 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0375 length=0.750 secs elapsed-time=38.39 ms. read-time=16.85 ms. write-time=21.54 ms. real-time-factor=19.54x-range=[-32771.883434-32659.119709]
