# Running on b14
# Started at Thu Apr 18 20:11:20 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/utt2dur.musan_noise.10 --part-idx 10 --num-parts 10 --input data/musan_noise/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_noise_proc_audio/wav.musan_noise.10.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:12:24,362 (preprocess-audio-files:57) INFO: input_args={'part_idx': 10, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:12:24,362 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:12:24,522 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0837
2024-04-18 20:12:24,523 (preprocess-audio-files:94) INFO: utt n detected 13.653313/13.653313 secs (100.00 %) speech 
2024-04-18 20:12:24,561 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0837 length=13.653 secs elapsed-time=194.64 ms. read-time=156.53 ms. write-time=38.11 ms. real-time-factor=70.15x-range=[-30069.036731-32766.045636]
2024-04-18 20:12:24,899 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0838
2024-04-18 20:12:24,900 (preprocess-audio-files:94) INFO: utt n detected 1.002938/1.002938 secs (100.00 %) speech 
2024-04-18 20:12:24,923 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0838 length=1.003 secs elapsed-time=362.42 ms. read-time=338.93 ms. write-time=23.49 ms. real-time-factor=2.77x-range=[-23206.472368-32764.819472]
2024-04-18 20:12:25,315 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0839
2024-04-18 20:12:25,315 (preprocess-audio-files:94) INFO: utt n detected 2.142063/2.142063 secs (100.00 %) speech 
2024-04-18 20:12:25,341 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0839 length=2.142 secs elapsed-time=417.67 ms. read-time=391.94 ms. write-time=25.73 ms. real-time-factor=5.13x-range=[-32765.612653-29519.486499]
2024-04-18 20:12:25,478 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0840
2024-04-18 20:12:25,478 (preprocess-audio-files:94) INFO: utt n detected 70.191000/70.191000 secs (100.00 %) speech 
2024-04-18 20:12:25,626 (preprocess-audio-files:126) INFO: Packed audio noise-free-sound-0840 length=70.191 secs elapsed-time=284.31 ms. read-time=136.98 ms. write-time=147.33 ms. real-time-factor=246.88x-range=[-31048.609790-32785.442090]
2024-04-18 20:12:26,043 (preprocess-audio-files:74) INFO: Processing audio noise-free-sound-0841
2024-04-18 20:12:26,044 (preprocess-audio-files:94) INFO: utt n detected 90.000000/90.000000 secs (100.00 %) speech 
