# Running on b02
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.4 --part-idx 4 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.4.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:35,237 (preprocess-audio-files:57) INFO: input_args={'part_idx': 4, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:35,237 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:35,490 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0071
2024-04-18 20:13:35,490 (preprocess-audio-files:94) INFO: utt m detected 101.640000/101.640000 secs (100.00 %) speech 
2024-04-18 20:13:35,565 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0071 length=101.640 secs elapsed-time=325.10 ms. read-time=250.61 ms. write-time=74.49 ms. real-time-factor=312.64x-range=[-31878.171926-32765.855235]
2024-04-18 20:13:36,336 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0072
2024-04-18 20:13:36,337 (preprocess-audio-files:94) INFO: utt m detected 163.656000/163.656000 secs (100.00 %) speech 
2024-04-18 20:13:36,509 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0072 length=163.656 secs elapsed-time=943.45 ms. read-time=771.64 ms. write-time=171.81 ms. real-time-factor=173.47x-range=[-32451.043471-32765.966203]
2024-04-18 20:13:36,662 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0073
2024-04-18 20:13:36,663 (preprocess-audio-files:94) INFO: utt m detected 58.200000/58.200000 secs (100.00 %) speech 
