# Running on b19
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.3 --part-idx 3 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.3.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:34,741 (preprocess-audio-files:57) INFO: input_args={'part_idx': 3, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:34,741 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:36,214 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0007
2024-04-18 20:13:36,214 (preprocess-audio-files:94) INFO: utt m detected 411.689813/411.689813 secs (100.00 %) speech 
2024-04-18 20:13:36,547 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0007 length=411.690 secs elapsed-time=1803.32 ms. read-time=1471.03 ms. write-time=332.29 ms. real-time-factor=228.30x-range=[-31426.965312-32766.075612]
2024-04-18 20:13:37,677 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0008
2024-04-18 20:13:37,677 (preprocess-audio-files:94) INFO: utt m detected 334.785312/334.785312 secs (100.00 %) speech 
2024-04-18 20:13:37,911 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0008 length=334.785 secs elapsed-time=1363.83 ms. read-time=1130.40 ms. write-time=233.42 ms. real-time-factor=245.48x-range=[-32765.987788-30251.089024]
2024-04-18 20:13:38,911 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0009
2024-04-18 20:13:38,911 (preprocess-audio-files:94) INFO: utt m detected 238.628562/238.628562 secs (100.00 %) speech 
2024-04-18 20:13:39,120 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0009 length=238.629 secs elapsed-time=1209.00 ms. read-time=1000.51 ms. write-time=208.50 ms. real-time-factor=197.38x-range=[-33000.149401-32010.866559]
2024-04-18 20:13:39,835 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0010
2024-04-18 20:13:39,836 (preprocess-audio-files:94) INFO: utt m detected 319.190187/319.190187 secs (100.00 %) speech 
2024-04-18 20:13:40,059 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0010 length=319.190 secs elapsed-time=938.98 ms. read-time=715.31 ms. write-time=223.67 ms. real-time-factor=339.93x-range=[-28791.093166-32766.028203]
2024-04-18 20:13:40,423 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0011
2024-04-18 20:13:40,423 (preprocess-audio-files:94) INFO: utt m detected 127.268563/127.268563 secs (100.00 %) speech 
2024-04-18 20:13:40,549 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0011 length=127.269 secs elapsed-time=489.30 ms. read-time=363.39 ms. write-time=125.91 ms. real-time-factor=260.10x-range=[-31297.890910-32764.154012]
2024-04-18 20:13:41,079 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0012
2024-04-18 20:13:41,079 (preprocess-audio-files:94) INFO: utt m detected 200.542062/200.542062 secs (100.00 %) speech 
2024-04-18 20:13:41,235 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0012 length=200.542 secs elapsed-time=685.97 ms. read-time=530.09 ms. write-time=155.89 ms. real-time-factor=292.35x-range=[-33152.349439-28939.755602]
2024-04-18 20:13:41,973 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0013
2024-04-18 20:13:41,973 (preprocess-audio-files:94) INFO: utt m detected 355.422062/355.422062 secs (100.00 %) speech 
2024-04-18 20:13:42,219 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0013 length=355.422 secs elapsed-time=983.69 ms. read-time=737.98 ms. write-time=245.71 ms. real-time-factor=361.31x-range=[-28907.685495-32766.432303]
2024-04-18 20:13:42,840 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0014
2024-04-18 20:13:42,841 (preprocess-audio-files:94) INFO: utt m detected 135.366500/135.366500 secs (100.00 %) speech 
2024-04-18 20:13:42,970 (preprocess-audio-files:126) INFO: Packed audio music-fma-wa-0014 length=135.367 secs elapsed-time=750.90 ms. read-time=621.29 ms. write-time=129.61 ms. real-time-factor=180.27x-range=[-32281.966110-32766.048722]
2024-04-18 20:13:43,959 (preprocess-audio-files:74) INFO: Processing audio music-fma-wa-0015
