# Running on b18
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.5 --part-idx 5 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.5.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:34,912 (preprocess-audio-files:57) INFO: input_args={'part_idx': 5, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:34,912 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:35,270 (preprocess-audio-files:74) INFO: Processing audio music-hd-0043
2024-04-18 20:13:35,270 (preprocess-audio-files:94) INFO: utt m detected 86.778750/86.778750 secs (100.00 %) speech 
2024-04-18 20:13:35,343 (preprocess-audio-files:126) INFO: Packed audio music-hd-0043 length=86.779 secs elapsed-time=427.91 ms. read-time=355.39 ms. write-time=72.52 ms. real-time-factor=202.80x-range=[-32771.592929-31686.439908]
2024-04-18 20:13:35,618 (preprocess-audio-files:74) INFO: Processing audio music-hd-0044
2024-04-18 20:13:35,618 (preprocess-audio-files:94) INFO: utt m detected 159.137000/159.137000 secs (100.00 %) speech 
2024-04-18 20:13:35,768 (preprocess-audio-files:126) INFO: Packed audio music-hd-0044 length=159.137 secs elapsed-time=424.98 ms. read-time=274.92 ms. write-time=150.06 ms. real-time-factor=374.46x-range=[-32512.275491-32761.732444]
2024-04-18 20:13:36,247 (preprocess-audio-files:74) INFO: Processing audio music-hd-0045
2024-04-18 20:13:36,247 (preprocess-audio-files:94) INFO: utt m detected 68.153500/68.153500 secs (100.00 %) speech 
2024-04-18 20:13:36,311 (preprocess-audio-files:126) INFO: Packed audio music-hd-0045 length=68.153 secs elapsed-time=543.13 ms. read-time=478.85 ms. write-time=64.29 ms. real-time-factor=125.48x-range=[-32558.585006-32771.421220]
2024-04-18 20:13:36,707 (preprocess-audio-files:74) INFO: Processing audio music-hd-0046
2024-04-18 20:13:36,708 (preprocess-audio-files:94) INFO: utt m detected 218.644875/218.644875 secs (100.00 %) speech 
2024-04-18 20:13:36,886 (preprocess-audio-files:126) INFO: Packed audio music-hd-0046 length=218.645 secs elapsed-time=574.49 ms. read-time=396.23 ms. write-time=178.26 ms. real-time-factor=380.59x-range=[-31648.091865-32755.942619]
2024-04-18 20:13:37,860 (preprocess-audio-files:74) INFO: Processing audio music-hd-0047
2024-04-18 20:13:37,860 (preprocess-audio-files:94) INFO: utt m detected 262.502000/262.502000 secs (100.00 %) speech 
2024-04-18 20:13:38,069 (preprocess-audio-files:126) INFO: Packed audio music-hd-0047 length=262.502 secs elapsed-time=1182.97 ms. read-time=973.75 ms. write-time=209.22 ms. real-time-factor=221.90x-range=[-32772.619134-32133.400031]
2024-04-18 20:13:39,159 (preprocess-audio-files:74) INFO: Processing audio music-hd-0048
2024-04-18 20:13:39,159 (preprocess-audio-files:94) INFO: utt m detected 345.182062/345.182062 secs (100.00 %) speech 
2024-04-18 20:13:39,383 (preprocess-audio-files:126) INFO: Packed audio music-hd-0048 length=345.182 secs elapsed-time=1313.22 ms. read-time=1089.62 ms. write-time=223.61 ms. real-time-factor=262.85x-range=[-32739.827893-29764.264575]
2024-04-18 20:13:39,874 (preprocess-audio-files:74) INFO: Processing audio music-hd-0049
2024-04-18 20:13:39,874 (preprocess-audio-files:94) INFO: utt m detected 176.248188/176.248188 secs (100.00 %) speech 
2024-04-18 20:13:40,004 (preprocess-audio-files:126) INFO: Packed audio music-hd-0049 length=176.248 secs elapsed-time=620.63 ms. read-time=490.99 ms. write-time=129.64 ms. real-time-factor=283.98x-range=[-32754.218719-29896.869264]
2024-04-18 20:13:40,602 (preprocess-audio-files:74) INFO: Processing audio music-hd-0050
2024-04-18 20:13:40,602 (preprocess-audio-files:94) INFO: utt m detected 304.274313/304.274313 secs (100.00 %) speech 
