# Running on c05
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.9 --part-idx 9 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.9.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:34,639 (preprocess-audio-files:57) INFO: input_args={'part_idx': 9, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:34,639 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:35,351 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0018
2024-04-18 20:13:35,351 (preprocess-audio-files:94) INFO: utt m detected 188.604062/188.604062 secs (100.00 %) speech 
2024-04-18 20:13:35,520 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0018 length=188.604 secs elapsed-time=877.36 ms. read-time=708.74 ms. write-time=168.62 ms. real-time-factor=214.97x-range=[-32766.215307-31867.812159]
2024-04-18 20:13:36,467 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0019
2024-04-18 20:13:36,468 (preprocess-audio-files:94) INFO: utt m detected 231.235938/231.235938 secs (100.00 %) speech 
2024-04-18 20:13:36,648 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0019 length=231.236 secs elapsed-time=1128.19 ms. read-time=947.54 ms. write-time=180.65 ms. real-time-factor=204.96x-range=[-32752.134616-27097.038876]
2024-04-18 20:13:37,407 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0020
2024-04-18 20:13:37,408 (preprocess-audio-files:94) INFO: utt m detected 145.658750/145.658750 secs (100.00 %) speech 
2024-04-18 20:13:37,589 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0020 length=145.659 secs elapsed-time=940.67 ms. read-time=758.87 ms. write-time=181.80 ms. real-time-factor=154.85x-range=[-32793.489976-32711.510909]
2024-04-18 20:13:38,221 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0021
2024-04-18 20:13:38,222 (preprocess-audio-files:94) INFO: utt m detected 288.284000/288.284000 secs (100.00 %) speech 
2024-04-18 20:13:38,435 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0021 length=288.284 secs elapsed-time=845.64 ms. read-time=631.94 ms. write-time=213.70 ms. real-time-factor=340.90x-range=[-32766.979958-32340.033073]
2024-04-18 20:13:39,024 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0022
2024-04-18 20:13:39,024 (preprocess-audio-files:94) INFO: utt m detected 76.591000/76.591000 secs (100.00 %) speech 
2024-04-18 20:13:39,094 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0022 length=76.591 secs elapsed-time=657.98 ms. read-time=588.28 ms. write-time=69.70 ms. real-time-factor=116.40x-range=[-30299.088319-32765.987028]
2024-04-18 20:13:39,271 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0023
2024-04-18 20:13:39,272 (preprocess-audio-files:94) INFO: utt m detected 136.594313/136.594313 secs (100.00 %) speech 
2024-04-18 20:13:39,391 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0023 length=136.594 secs elapsed-time=297.02 ms. read-time=177.81 ms. write-time=119.21 ms. real-time-factor=459.88x-range=[-29178.162399-32764.947190]
2024-04-18 20:13:40,139 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0024
2024-04-18 20:13:40,139 (preprocess-audio-files:94) INFO: utt m detected 218.357563/218.357563 secs (100.00 %) speech 
2024-04-18 20:13:40,316 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0024 length=218.358 secs elapsed-time=924.36 ms. read-time=747.60 ms. write-time=176.76 ms. real-time-factor=236.22x-range=[-32765.959550-23736.316084]
2024-04-18 20:13:40,455 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0025
2024-04-18 20:13:40,455 (preprocess-audio-files:94) INFO: utt m detected 53.916750/53.916750 secs (100.00 %) speech 
2024-04-18 20:13:40,511 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0025 length=53.917 secs elapsed-time=195.69 ms. read-time=139.72 ms. write-time=55.97 ms. real-time-factor=275.53x-range=[-32766.010310-32191.007299]
2024-04-18 20:13:40,992 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0026
2024-04-18 20:13:40,993 (preprocess-audio-files:94) INFO: utt m detected 194.168187/194.168187 secs (100.00 %) speech 
2024-04-18 20:13:41,166 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0026 length=194.168 secs elapsed-time=654.68 ms. read-time=480.97 ms. write-time=173.71 ms. real-time-factor=296.58x-range=[-26548.576643-32741.613908]
2024-04-18 20:13:41,773 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0027
2024-04-18 20:13:41,774 (preprocess-audio-files:94) INFO: utt m detected 222.328188/222.328188 secs (100.00 %) speech 
2024-04-18 20:13:41,976 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0027 length=222.328 secs elapsed-time=809.14 ms. read-time=606.90 ms. write-time=202.24 ms. real-time-factor=274.77x-range=[-33130.392160-31586.632773]
2024-04-18 20:13:42,979 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0028
2024-04-18 20:13:42,980 (preprocess-audio-files:94) INFO: utt m detected 214.804875/214.804875 secs (100.00 %) speech 
2024-04-18 20:13:43,151 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0028 length=214.805 secs elapsed-time=1174.82 ms. read-time=1003.72 ms. write-time=171.10 ms. real-time-factor=182.84x-range=[-30574.727879-32535.346095]
2024-04-18 20:13:43,991 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0029
2024-04-18 20:13:43,992 (preprocess-audio-files:94) INFO: utt m detected 220.395125/220.395125 secs (100.00 %) speech 
2024-04-18 20:13:44,232 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0029 length=220.395 secs elapsed-time=1080.98 ms. read-time=840.24 ms. write-time=240.74 ms. real-time-factor=203.88x-range=[-29899.174020-32765.913535]
2024-04-18 20:13:44,708 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0030
2024-04-18 20:13:44,708 (preprocess-audio-files:94) INFO: utt m detected 200.071812/200.071812 secs (100.00 %) speech 
2024-04-18 20:13:44,888 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0030 length=200.072 secs elapsed-time=654.86 ms. read-time=475.90 ms. write-time=178.96 ms. real-time-factor=305.52x-range=[-29629.046373-32766.049422]
2024-04-18 20:13:45,254 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0031
2024-04-18 20:13:45,254 (preprocess-audio-files:94) INFO: utt m detected 146.808188/146.808188 secs (100.00 %) speech 
2024-04-18 20:13:45,392 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0031 length=146.808 secs elapsed-time=504.43 ms. read-time=366.40 ms. write-time=138.03 ms. real-time-factor=291.04x-range=[-32766.007861-32298.006483]
2024-04-18 20:13:46,635 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0032
2024-04-18 20:13:46,635 (preprocess-audio-files:94) INFO: utt m detected 221.283250/221.283250 secs (100.00 %) speech 
2024-04-18 20:13:46,830 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0032 length=221.283 secs elapsed-time=1437.29 ms. read-time=1242.44 ms. write-time=194.85 ms. real-time-factor=153.96x-range=[-32766.002892-30164.076576]
2024-04-18 20:13:47,164 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0033
2024-04-18 20:13:47,164 (preprocess-audio-files:94) INFO: utt m detected 142.706938/142.706938 secs (100.00 %) speech 
2024-04-18 20:13:47,298 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0033 length=142.707 secs elapsed-time=467.77 ms. read-time=334.04 ms. write-time=133.73 ms. real-time-factor=305.08x-range=[-32762.233783-28878.885022]
2024-04-18 20:13:47,780 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0034
2024-04-18 20:13:47,780 (preprocess-audio-files:94) INFO: utt m detected 177.432000/177.432000 secs (100.00 %) speech 
2024-04-18 20:13:47,902 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0034 length=177.432 secs elapsed-time=604.13 ms. read-time=481.86 ms. write-time=122.27 ms. real-time-factor=293.70x-range=[-27153.171320-32766.000036]
2024-04-18 20:13:48,156 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0035
2024-04-18 20:13:48,157 (preprocess-audio-files:94) INFO: utt m detected 120.032625/120.032625 secs (100.00 %) speech 
2024-04-18 20:13:48,252 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0035 length=120.033 secs elapsed-time=349.05 ms. read-time=254.25 ms. write-time=94.80 ms. real-time-factor=343.88x-range=[-32766.001014-29248.106408]
2024-04-18 20:13:49,278 (preprocess-audio-files:74) INFO: Processing audio music-rfm-0036
2024-04-18 20:13:49,278 (preprocess-audio-files:94) INFO: utt m detected 244.152000/244.152000 secs (100.00 %) speech 
2024-04-18 20:13:49,491 (preprocess-audio-files:126) INFO: Packed audio music-rfm-0036 length=244.152 secs elapsed-time=1239.02 ms. read-time=1026.31 ms. write-time=212.72 ms. real-time-factor=197.05x-range=[-32764.937605-26319.259233]
