# Running on c12
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.1 --part-idx 1 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.1.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:35,898 (preprocess-audio-files:57) INFO: input_args={'part_idx': 1, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:35,898 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:37,398 (preprocess-audio-files:74) INFO: Processing audio music-fma-0000
2024-04-18 20:13:37,398 (preprocess-audio-files:94) INFO: utt m detected 297.978750/297.978750 secs (100.00 %) speech 
2024-04-18 20:13:37,639 (preprocess-audio-files:126) INFO: Packed audio music-fma-0000 length=297.979 secs elapsed-time=1738.60 ms. read-time=1497.17 ms. write-time=241.43 ms. real-time-factor=171.39x-range=[-32765.276430-31842.751829]
2024-04-18 20:13:39,105 (preprocess-audio-files:74) INFO: Processing audio music-fma-0001
2024-04-18 20:13:39,105 (preprocess-audio-files:94) INFO: utt m detected 218.044062/218.044062 secs (100.00 %) speech 
2024-04-18 20:13:39,258 (preprocess-audio-files:126) INFO: Packed audio music-fma-0001 length=218.044 secs elapsed-time=1618.79 ms. read-time=1465.46 ms. write-time=153.33 ms. real-time-factor=134.70x-range=[-32476.932942-32752.076366]
2024-04-18 20:13:40,121 (preprocess-audio-files:74) INFO: Processing audio music-fma-0002
2024-04-18 20:13:40,121 (preprocess-audio-files:94) INFO: utt m detected 249.547750/249.547750 secs (100.00 %) speech 
2024-04-18 20:13:40,306 (preprocess-audio-files:126) INFO: Packed audio music-fma-0002 length=249.548 secs elapsed-time=1046.88 ms. read-time=862.42 ms. write-time=184.46 ms. real-time-factor=238.37x-range=[-33008.957549-31764.065675]
2024-04-18 20:13:41,873 (preprocess-audio-files:74) INFO: Processing audio music-fma-0003
2024-04-18 20:13:41,873 (preprocess-audio-files:94) INFO: utt m detected 324.780438/324.780438 secs (100.00 %) speech 
2024-04-18 20:13:42,154 (preprocess-audio-files:126) INFO: Packed audio music-fma-0003 length=324.780 secs elapsed-time=1848.59 ms. read-time=1567.78 ms. write-time=280.81 ms. real-time-factor=175.69x-range=[-32823.682231-31773.346364]
2024-04-18 20:13:44,339 (preprocess-audio-files:74) INFO: Processing audio music-fma-0004
2024-04-18 20:13:44,339 (preprocess-audio-files:94) INFO: utt m detected 322.298750/322.298750 secs (100.00 %) speech 
2024-04-18 20:13:44,587 (preprocess-audio-files:126) INFO: Packed audio music-fma-0004 length=322.299 secs elapsed-time=2431.99 ms. read-time=2184.75 ms. write-time=247.24 ms. real-time-factor=132.52x-range=[-31572.416592-32771.619724]
2024-04-18 20:13:45,817 (preprocess-audio-files:74) INFO: Processing audio music-fma-0005
2024-04-18 20:13:45,818 (preprocess-audio-files:94) INFO: utt m detected 302.497937/302.497937 secs (100.00 %) speech 
2024-04-18 20:13:46,041 (preprocess-audio-files:126) INFO: Packed audio music-fma-0005 length=302.498 secs elapsed-time=1454.65 ms. read-time=1230.87 ms. write-time=223.78 ms. real-time-factor=207.95x-range=[-32767.175772-31833.852701]
2024-04-18 20:13:47,126 (preprocess-audio-files:74) INFO: Processing audio music-fma-0006
2024-04-18 20:13:47,126 (preprocess-audio-files:94) INFO: utt m detected 284.656000/284.656000 secs (100.00 %) speech 
2024-04-18 20:13:47,354 (preprocess-audio-files:126) INFO: Packed audio music-fma-0006 length=284.656 secs elapsed-time=1312.53 ms. read-time=1084.16 ms. write-time=228.37 ms. real-time-factor=216.88x-range=[-32390.742637-32766.268868]
2024-04-18 20:13:48,817 (preprocess-audio-files:74) INFO: Processing audio music-fma-0007
2024-04-18 20:13:48,817 (preprocess-audio-files:94) INFO: utt m detected 283.402000/283.402000 secs (100.00 %) speech 
2024-04-18 20:13:49,027 (preprocess-audio-files:126) INFO: Packed audio music-fma-0007 length=283.402 secs elapsed-time=1672.67 ms. read-time=1462.93 ms. write-time=209.75 ms. real-time-factor=169.43x-range=[-32646.010495-32764.993258]
2024-04-18 20:13:49,999 (preprocess-audio-files:74) INFO: Processing audio music-fma-0008
2024-04-18 20:13:49,999 (preprocess-audio-files:94) INFO: utt m detected 182.308000/182.308000 secs (100.00 %) speech 
2024-04-18 20:13:50,134 (preprocess-audio-files:126) INFO: Packed audio music-fma-0008 length=182.308 secs elapsed-time=1106.64 ms. read-time=971.58 ms. write-time=135.06 ms. real-time-factor=164.74x-range=[-32738.967551-32766.033334]
2024-04-18 20:13:52,162 (preprocess-audio-files:74) INFO: Processing audio music-fma-0009
