# Running on b08
# Started at Thu Apr 18 20:13:31 EDT 2024
# hyp_utils/conda_env.sh preprocess-audio-files.py --output-audio-format flac --remove-dc-offset --write-time-durs /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/utt2dur.musan_music.2 --part-idx 2 --num-parts 10 --input data/musan_music/wav.scp --output-path /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio --output-script /home/mkhelfi1/hyperion/egs/adc24/exp/musan_music_proc_audio/wav.musan_music.2.scp 
Python 3.6.13 :: Anaconda, Inc.
2024-04-18 20:13:34,926 (preprocess-audio-files:57) INFO: input_args={'part_idx': 2, 'num_parts': 10, 'wav_scale': 32767}
2024-04-18 20:13:34,926 (preprocess-audio-files:58) INFO: output_args={'audio_format': 'flac', 'audio_subtype': None}
2024-04-18 20:13:35,387 (preprocess-audio-files:74) INFO: Processing audio music-fma-0066
2024-04-18 20:13:35,387 (preprocess-audio-files:94) INFO: utt m detected 164.440000/164.440000 secs (100.00 %) speech 
2024-04-18 20:13:35,491 (preprocess-audio-files:126) INFO: Packed audio music-fma-0066 length=164.440 secs elapsed-time=562.53 ms. read-time=458.93 ms. write-time=103.60 ms. real-time-factor=292.32x-range=[-32508.218217-32622.794081]
2024-04-18 20:13:36,436 (preprocess-audio-files:74) INFO: Processing audio music-fma-0067
2024-04-18 20:13:36,437 (preprocess-audio-files:94) INFO: utt m detected 277.002000/277.002000 secs (100.00 %) speech 
2024-04-18 20:13:36,599 (preprocess-audio-files:126) INFO: Packed audio music-fma-0067 length=277.002 secs elapsed-time=1107.41 ms. read-time=945.55 ms. write-time=161.86 ms. real-time-factor=250.14x-range=[-32737.002658-32589.003690]
2024-04-18 20:13:37,086 (preprocess-audio-files:74) INFO: Processing audio music-fma-0068
2024-04-18 20:13:37,086 (preprocess-audio-files:94) INFO: utt m detected 251.167000/251.167000 secs (100.00 %) speech 
2024-04-18 20:13:37,238 (preprocess-audio-files:126) INFO: Packed audio music-fma-0068 length=251.167 secs elapsed-time=638.67 ms. read-time=487.57 ms. write-time=151.10 ms. real-time-factor=393.26x-range=[-32690.509530-32635.496818]
2024-04-18 20:13:37,987 (preprocess-audio-files:74) INFO: Processing audio music-fma-0069
2024-04-18 20:13:37,987 (preprocess-audio-files:94) INFO: utt m detected 225.541000/225.541000 secs (100.00 %) speech 
2024-04-18 20:13:38,129 (preprocess-audio-files:126) INFO: Packed audio music-fma-0069 length=225.541 secs elapsed-time=891.00 ms. read-time=749.48 ms. write-time=141.52 ms. real-time-factor=253.13x-range=[-32333.958977-32862.051338]
2024-04-18 20:13:39,001 (preprocess-audio-files:74) INFO: Processing audio music-fma-0070
2024-04-18 20:13:39,002 (preprocess-audio-files:94) INFO: utt m detected 236.016312/236.016312 secs (100.00 %) speech 
2024-04-18 20:13:39,246 (preprocess-audio-files:126) INFO: Packed audio music-fma-0070 length=236.016 secs elapsed-time=1117.29 ms. read-time=872.47 ms. write-time=244.82 ms. real-time-factor=211.24x-range=[-32588.553438-32763.452116]
2024-04-18 20:13:39,815 (preprocess-audio-files:74) INFO: Processing audio music-fma-0071
2024-04-18 20:13:39,816 (preprocess-audio-files:94) INFO: utt m detected 246.230000/246.230000 secs (100.00 %) speech 
2024-04-18 20:13:40,026 (preprocess-audio-files:126) INFO: Packed audio music-fma-0071 length=246.230 secs elapsed-time=778.83 ms. read-time=569.08 ms. write-time=209.75 ms. real-time-factor=316.15x-range=[-32793.902663-32475.105424]
2024-04-18 20:13:40,308 (preprocess-audio-files:74) INFO: Processing audio music-fma-0072
2024-04-18 20:13:40,308 (preprocess-audio-files:94) INFO: utt m detected 130.690625/130.690625 secs (100.00 %) speech 
2024-04-18 20:13:40,389 (preprocess-audio-files:126) INFO: Packed audio music-fma-0072 length=130.691 secs elapsed-time=363.17 ms. read-time=282.23 ms. write-time=80.94 ms. real-time-factor=359.86x-range=[-32698.970776-27254.199543]
2024-04-18 20:13:40,861 (preprocess-audio-files:74) INFO: Processing audio music-fma-0073
2024-04-18 20:13:40,861 (preprocess-audio-files:94) INFO: utt m detected 229.224000/229.224000 secs (100.00 %) speech 
2024-04-18 20:13:41,018 (preprocess-audio-files:126) INFO: Packed audio music-fma-0073 length=229.224 secs elapsed-time=628.32 ms. read-time=471.91 ms. write-time=156.41 ms. real-time-factor=364.82x-range=[-32705.207840-32485.802627]
2024-04-18 20:13:41,714 (preprocess-audio-files:74) INFO: Processing audio music-fma-0074
2024-04-18 20:13:41,714 (preprocess-audio-files:94) INFO: utt m detected 346.906125/346.906125 secs (100.00 %) speech 
2024-04-18 20:13:41,981 (preprocess-audio-files:126) INFO: Packed audio music-fma-0074 length=346.906 secs elapsed-time=962.63 ms. read-time=696.15 ms. write-time=266.48 ms. real-time-factor=360.37x-range=[-31679.364018-32764.669246]
2024-04-18 20:13:43,040 (preprocess-audio-files:74) INFO: Processing audio music-fma-0075
2024-04-18 20:13:43,040 (preprocess-audio-files:94) INFO: utt m detected 304.718375/304.718375 secs (100.00 %) speech 
2024-04-18 20:13:43,265 (preprocess-audio-files:126) INFO: Packed audio music-fma-0075 length=304.718 secs elapsed-time=1284.02 ms. read-time=1059.38 ms. write-time=224.65 ms. real-time-factor=237.32x-range=[-32766.815453-32529.191810]
2024-04-18 20:13:44,131 (preprocess-audio-files:74) INFO: Processing audio music-fma-0076
2024-04-18 20:13:44,132 (preprocess-audio-files:94) INFO: utt m detected 235.937938/235.937938 secs (100.00 %) speech 
2024-04-18 20:13:44,331 (preprocess-audio-files:126) INFO: Packed audio music-fma-0076 length=235.938 secs elapsed-time=1065.38 ms. read-time=866.45 ms. write-time=198.93 ms. real-time-factor=221.46x-range=[-32766.371212-32704.630710]
2024-04-18 20:13:44,897 (preprocess-audio-files:74) INFO: Processing audio music-fma-0077
2024-04-18 20:13:44,897 (preprocess-audio-files:94) INFO: utt m detected 256.914312/256.914312 secs (100.00 %) speech 
2024-04-18 20:13:45,104 (preprocess-audio-files:126) INFO: Packed audio music-fma-0077 length=256.914 secs elapsed-time=772.34 ms. read-time=565.79 ms. write-time=206.55 ms. real-time-factor=332.64x-range=[-31844.620557-32766.407610]
